text_key,scene_usage,text_type,display_policy,english_master,nederlands,chinese,v4_status,notes
act04-05.012,ACT 4–5 — Known / Unknown Route,static,bilingual,Inspect the Unknown Passage first,Bekijk eerst de onbekende doorgang,先检查未知通道,REUSED_REVIEWED,
act04-05.013,ACT 4–5 — Known / Unknown Route,static,bilingual,Still undecided? Fine. See what waits behind the door. Then choose.,Nog steeds niet beslist? Prima. Kijk wat er achter de deur wacht. Kies daarna.,还没决定？很好。先看看门后有什么，再做选择。,REUSED_REVIEWED,
act04-05.014,ACT 4–5 — Known / Unknown Route,static,bilingual,Inspect First,Eerst bekijken,先检查,REUSED_REVIEWED,
act04-05.015,ACT 4–5 — Known / Unknown Route,static,bilingual,You open the door only a little.,Je opent de deur maar een klein stukje.,你把门只打开了一点点。,REUSED_REVIEWED,
act04-05.016,ACT 4–5 — Known / Unknown Route,static,bilingual,The passage is narrow but passable.,"De doorgang is smal, maar begaanbaar.",通道很窄，但可以通过。,REUSED_REVIEWED,
act04-05.017,ACT 4–5 — Known / Unknown Route,static,bilingual,You still cannot see where it ends.,Je kunt nog steeds niet zien waar de doorgang eindigt.,你仍然看不到通道尽头。,REUSED_REVIEWED,
act04-05.018,ACT 4–5 — Known / Unknown Route,static,bilingual,KNOWN ROUTE / UNKNOWN PASSAGE,BEKENDE ROUTE / ONBEKENDE DOORGANG,已知路线 / 未知通道,REUSED_REVIEWED,
act04-05.019,ACT 4–5 — Known / Unknown Route,static,bilingual,You take the wider corridor.,Jullie nemen de bredere gang.,你们走进较宽的走廊。,REUSED_REVIEWED,
act04-05.020,ACT 4–5 — Known / Unknown Route,static,bilingual,"The route is clear, but long.","De route is duidelijk, maar lang.",路线清楚，但很长。,REUSED_REVIEWED,
act04-05.021,ACT 4–5 — Known / Unknown Route,static,bilingual,Portraits on the walls become newer as you move deeper into the castle.,De portretten aan de muren worden nieuwer naarmate jullie dieper het kasteel in gaan.,随着你们深入城堡，墙上的肖像看起来越来越新。,REUSED_REVIEWED,
act04-05.022,ACT 4–5 — Known / Unknown Route,static,bilingual,You reach a long hall lined with portraits.,Jullie bereiken een lange galerij vol portretten.,你们来到一条两侧挂满肖像的长廊。,REUSED_REVIEWED,
act04-05.023,ACT 4–5 — Known / Unknown Route,static,bilingual,[ENTER PORTRAIT HALL],[GA DE PORTRETTENGALERIJ IN],[进入肖像长廊],REUSED_REVIEWED,
act04-05.024,ACT 4–5 — Known / Unknown Route,static,bilingual,Linda uses the ★ Silver Key. The lock turns.,Linda gebruikt de ★ zilveren sleutel. Het slot draait open.,Linda用★银钥匙开锁。锁转动了。,REUSED_REVIEWED,
act04-05.025,ACT 4–5 — Known / Unknown Route,static,bilingual,The narrow passage drops behind the Library wall.,De smalle doorgang daalt af achter de muur van de Bibliotheek.,狭窄的通道沿着图书馆墙后向下延伸。,REUSED_REVIEWED,
act04-05.026,ACT 4–5 — Known / Unknown Route,static,bilingual,"Old snake skins cling to the stone, but nothing living appears.","Oude slangenhuiden kleven aan de steen, maar er verschijnt niets levends.",旧蛇蜕粘在石墙上，但没有活物出现。,REUSED_REVIEWED,
act04-05.027,ACT 4–5 — Known / Unknown Route,static,bilingual,The passage is shorter than the mapped route.,De doorgang is korter dan de route op de kaart.,这条通道比地图上的路线更短。,REUSED_REVIEWED,
act04-05.028,ACT 4–5 — Known / Unknown Route,static,bilingual,A narrow door opens into a hall lined with portraits.,Een smalle deur komt uit in een galerij vol portretten.,一扇窄门通向一条挂满肖像的长廊。,REUSED_REVIEWED,
act06.001,ACT 6 — Portrait,static,bilingual,One question. Only one.,Eén vraag. Slechts één.,一个问题。只能问一个。,REUSED_REVIEWED,
act06.002,ACT 6 — Portrait,static,bilingual,How do we escape?,Hoe ontsnappen we?,我们怎么逃出去？,REUSED_REVIEWED,
act06.003,ACT 6 — Portrait,static,bilingual,What happened here in 1897?,Wat is hier in 1897 gebeurd?,1897年这里发生了什么？,REUSED_REVIEWED,
act06.004,ACT 6 — Portrait,static,bilingual,Where is the room where time stopped?,Waar is de kamer waar de tijd stilstond?,时间停止的房间在哪里？,REUSED_REVIEWED,
act06.005,ACT 6 — Portrait,static,bilingual,Who trapped us here?,Wie heeft ons hier opgesloten?,是谁把我们困在这里？,REUSED_REVIEWED,
act06.006,ACT 6 — Portrait,static,bilingual,Too slow. Find the room where time stopped.,Te traag. Zoek de kamer waar de tijd stilstond.,太慢了。去找时间停止的房间。,REUSED_REVIEWED,
act06.007,ACT 6 — Portrait,static,bilingual,The gate is not the beginning. First find the room where time stopped.,De poort is niet het begin. Zoek eerst de kamer waar de tijd stilstond.,大门不是起点。先找到时间停止的房间。,REUSED_REVIEWED,
act06.008,ACT 6 — Portrait,static,bilingual,"In 1897 they sealed the west, but they could not stop the clocks from remembering.","In 1897 sloten ze het westen af, maar ze konden de klokken niet laten vergeten.",1897年，他们封死了西侧，却无法让钟表忘记。,REUSED_REVIEWED,
act06.009,ACT 6 — Portrait,static,bilingual,Follow the corridor with twelve clocks. One of them remembers a watch that stopped.,Volg de gang met twaalf klokken. Eén ervan herinnert zich een horloge dat stopte.,沿着有十二只钟的走廊走。其中一只记得一只停下的怀表。,REUSED_REVIEWED,
act06.010,ACT 6 — Portrait,static,bilingual,The castle keeps its answers. Escape first. Find the room where time stopped.,Het kasteel houdt zijn antwoorden voor zich. Ontsnap eerst. Zoek de kamer waar de tijd stilstond.,城堡把答案藏着。先逃出去。去找时间停止的房间。,REUSED_REVIEWED,
act06.011,ACT 6 — Portrait,static,bilingual,The Clock Room is marked on the Castle Map.,De Klokkenkamer staat op de kasteelkaart.,钟表室标在城堡地图上。,REUSED_REVIEWED,
act06.012,ACT 6 — Portrait,static,bilingual,[FOLLOW MAP TO CLOCK ROOM],[VOLG DE KAART NAAR DE KLOKKENKAMER],[按地图前往钟表室],REUSED_REVIEWED,
act07.001,ACT 7 — Clock Room,static,bilingual,TIME — 23:54,TIJD — 23:54,时间 — 23:54,REUSED_REVIEWED,
act07.002,ACT 7 — Clock Room,static,bilingual,ONE SHOWS NOW.,EEN TOONT HET NU.,一只显示现在。,REUSED_REVIEWED,
act07.003,ACT 7 — Clock Room,static,bilingual,ONE RUNS BACKWARD.,EEN LOOPT ACHTERUIT.,一只倒着走。,REUSED_REVIEWED,
act07.004,ACT 7 — Clock Room,static,bilingual,ONE REMEMBERS WHEN THE WATCH STOPPED.,EEN HERINNERT ZICH WANNEER HET HORLOGE STOPTE.,一只记得怀表停止的时刻。,REUSED_REVIEWED,
act07.005,ACT 7 — Clock Room,static,bilingual,TOUCH THE ONE THAT REMEMBERS.,RAAK DEGENE AAN DIE HET ZICH HERINNERT.,触碰那只记得的钟。,REUSED_REVIEWED,
act07.006,ACT 7 — Clock Room,static,bilingual,GROUP FOUND ITEMS → Torn Note,GROEPSVONDSTEN → Gescheurd briefje,团队发现物品 → 撕破的纸条,REUSED_REVIEWED,
act07.007,ACT 7 — Clock Room,static,bilingual,MY ITEMS → Stopped Watch,MIJN VOORWERPEN → Stilstaand horloge,我的物品 → 停走的怀表,REUSED_REVIEWED,
act07.008,ACT 7 — Clock Room,static,bilingual,Touch Clock A,Raak klok A aan,触碰钟A,REUSED_REVIEWED,
act07.009,ACT 7 — Clock Room,static,bilingual,Touch Clock B,Raak klok B aan,触碰钟B,REUSED_REVIEWED,
act07.010,ACT 7 — Clock Room,static,bilingual,Touch Clock C,Raak klok C aan,触碰钟C,REUSED_REVIEWED,
act07.011,ACT 7 — Clock Room,static,bilingual,Clock C,Klok C,钟C,REUSED_REVIEWED,
act07.012,ACT 7 — Clock Room,static,bilingual,Nothing happens.,Er gebeurt niets.,什么也没有发生。,REUSED_REVIEWED,
act07.013,ACT 7 — Clock Room,static,bilingual,A stopped watch in someone's Pocket may matter.,Een stilstaand horloge in iemands inventaris kan belangrijk zijn.,某人随身物品里的停走怀表可能很重要。,REUSED_REVIEWED,
act07.014,ACT 7 — Clock Room,static,bilingual,Compare the stopped watch with the clocks.,Vergelijk het stilstaande horloge met de klokken.,把停走的怀表和这些钟比较一下。,REUSED_REVIEWED,
act07.015,ACT 7 — Clock Room,static,bilingual,A deep click comes from inside the wall.,Vanuit de muur klinkt een diepe klik.,墙内传来一声低沉的咔哒声。,REUSED_REVIEWED,
act07.016,ACT 7 — Clock Room,static,bilingual,A section of stone slides aside.,Een stuk stenen muur schuift opzij.,一块石墙滑向一旁。,REUSED_REVIEWED,
act07.017,ACT 7 — Clock Room,static,bilingual,WEST TOWER → WAY OUT,WESTTOREN → UITWEG,西塔 → 出路,REUSED_REVIEWED,
act07.018,ACT 7 — Clock Room,static,bilingual,[CHECK THE MAP],[BEKIJK DE KAART],[查看地图],REUSED_REVIEWED,
act08.001,ACT 8 — Main Gate / West Tower,static,bilingual,Head for the Main Gate.,Ga naar de Hoofdpoort.,前往主门。,REUSED_REVIEWED,
act08.002,ACT 8 — Main Gate / West Tower,static,bilingual,Try the West Tower route.,Probeer de route via de Westtoren.,尝试西塔路线。,REUSED_REVIEWED,
act08.003,ACT 8 — Main Gate / West Tower,static,bilingual,Compare all the evidence before choosing.,Vergelijk al het bewijs voordat je kiest.,先比较所有证据，再做选择。,REUSED_REVIEWED,
act08.004,ACT 8 — Main Gate / West Tower,static,bilingual,Follow the group's final decision.,Volg de uiteindelijke beslissing van de groep.,跟随团队的最终决定。,REUSED_REVIEWED,
act08.005,ACT 8 — Main Gate / West Tower,static,bilingual,You follow the mapped route toward the Main Gate.,Jullie volgen de route op de kaart naar de Hoofdpoort.,你们沿地图上的路线前往主门。,REUSED_REVIEWED,
act08.006,ACT 8 — Main Gate / West Tower,static,bilingual,The inner mechanism will not move from this side.,Het binnenmechanisme beweegt vanaf deze kant niet.,内侧机关从这一边无法启动。,REUSED_REVIEWED,
act08.007,ACT 8 — Main Gate / West Tower,static,bilingual,MAIN GATE CONTROL → GREAT HALL,BEDIENING HOOFDPOORT → GROTE ZAAL,主门控制装置 → 大厅,REUSED_REVIEWED,
act08.008,ACT 8 — Main Gate / West Tower,static,bilingual,[GO TO GREAT HALL],[GA NAAR DE GROTE ZAAL],[前往大厅],REUSED_REVIEWED,
act08.009,ACT 8 — Main Gate / West Tower,static,bilingual,You follow the control signs back through the inner corridor and reach the Great Hall.,Jullie volgen de borden voor de bediening door de binnengang en bereiken de Grote Zaal.,你们沿着控制装置的指示牌穿过内部走廊，来到大厅。,REUSED_REVIEWED,
act08.010,ACT 8 — Main Gate / West Tower,static,bilingual,You recognize the servants' passage from the 1897 photograph.,Jullie herkennen de dienstgang uit de foto van 1897.,你们认出了1897年照片中的仆人通道。,REUSED_REVIEWED,
act08.011,ACT 8 — Main Gate / West Tower,static,bilingual,SERVANTS' PASSAGE → GREAT HALL,DIENSTGANG → GROTE ZAAL,仆人通道 → 大厅,REUSED_REVIEWED,
act08.012,ACT 8 — Main Gate / West Tower,static,bilingual,[ENTER SERVANTS' PASSAGE],[GA DE DIENSTGANG IN],[进入仆人通道],REUSED_REVIEWED,
act08.013,ACT 8 — Main Gate / West Tower,static,bilingual,The narrow servants' passage bends through the stone and opens into the Great Hall.,De smalle dienstgang kronkelt door het steenwerk en komt uit in de Grote Zaal.,狭窄的仆人通道在石墙中曲折延伸，最后通向大厅。,REUSED_REVIEWED,
act09.001,ACT 9 — Great Hall,static,bilingual,RED DOOR,RODE DEUR,红门,REUSED_REVIEWED,
act09.002,ACT 9 — Great Hall,static,bilingual,BLUE DOOR,BLAUWE DEUR,蓝门,REUSED_REVIEWED,
act09.003,ACT 9 — Great Hall,static,bilingual,BLACK DOOR,ZWARTE DEUR,黑门,REUSED_REVIEWED,
act09.004,ACT 9 — Great Hall,static,bilingual,A DOOR MAY BE ACTIVATED WITHOUT ENTERING.,EEN DEUR KAN WORDEN GEACTIVEERD ZONDER ERIN TE GAAN.,门可以在不进入的情况下被启动。,REUSED_REVIEWED,
act09.005,ACT 9 — Great Hall,static,bilingual,THE RED DOOR OPENS FIRST.,DE RODE DEUR GAAT EERST OPEN.,红门先打开。,REUSED_REVIEWED,
act09.006,ACT 9 — Great Hall,static,bilingual,THE FIRST DOOR IS NOT SAFE.,DE EERSTE DEUR IS NIET VEILIG.,第一扇门不安全。,REUSED_REVIEWED,
act09.007,ACT 9 — Great Hall,static,bilingual,BLUE OPENS ONLY AFTER RED.,BLAUW GAAT PAS OPEN NA ROOD.,蓝门只能在红门之后打开。,REUSED_REVIEWED,
act09.008,ACT 9 — Great Hall,static,bilingual,3 minutes,3 minuten,3分钟,REUSED_REVIEWED,
act09.009,ACT 9 — Great Hall,static,bilingual,NO CONSENSUS. NO ACTION.,GEEN CONSENSUS. GEEN ACTIE.,没有共识。不执行行动。,REUSED_REVIEWED,
act09.010,ACT 9 — Great Hall,static,bilingual,ACTIVATE WHICH DOOR FIRST?,WELKE DEUR ACTIVEER JE EERST?,先启动哪一扇门？,REUSED_REVIEWED,
act09.011,ACT 9 — Great Hall,static,bilingual,RED,ROOD,红,REUSED_REVIEWED,
act09.012,ACT 9 — Great Hall,static,bilingual,BLUE,BLAUW,蓝,REUSED_REVIEWED,
act09.013,ACT 9 — Great Hall,static,bilingual,BLACK,ZWART,黑,REUSED_REVIEWED,
act09.014,ACT 9 — Great Hall,static,bilingual,RED DOOR ACTIVATED.,RODE DEUR GEACTIVEERD.,红门已启动。,REUSED_REVIEWED,
act09.015,ACT 9 — Great Hall,static,bilingual,ENTER RED,GA DOOR ROOD,进入红门,REUSED_REVIEWED,
act09.016,ACT 9 — Great Hall,static,bilingual,DO NOT ENTER,NIET BINNENGAAN,不要进入,REUSED_REVIEWED,
act09.017,ACT 9 — Great Hall,static,bilingual,A dull blue indicator flickers on.,Een dof blauw controlelampje flikkert aan.,一盏暗淡的蓝色指示灯闪了起来。,REUSED_REVIEWED,
act09.018,ACT 9 — Great Hall,static,bilingual,BLUE AVAILABLE,BLAUW BESCHIKBAAR,蓝门可用,REUSED_REVIEWED,
act09.019,ACT 9 — Great Hall,static,bilingual,BLUE DOOR ACTIVATED.,BLAUWE DEUR GEACTIVEERD.,蓝门已启动。,REUSED_REVIEWED,
act09.020,ACT 9 — Great Hall,static,bilingual,ENTER BLUE,GA DOOR BLAUW,进入蓝门,REUSED_REVIEWED,
act09.021,ACT 9 — Great Hall,static,bilingual,STAY,BLIJVEN,留下,REUSED_REVIEWED,
act09.022,ACT 9 — Great Hall,static,bilingual,RED OPENS FIRST.,ROOD GAAT EERST OPEN.,红门先开。,REUSED_REVIEWED,
act09.023,ACT 9 — Great Hall,static,bilingual,A snake-like shadow moves behind the Red Door.,Achter de Rode Deur beweegt een slangachtige schaduw.,红门后有一道蛇一样的影子在移动。,REUSED_REVIEWED,
act09.024,ACT 9 — Great Hall,static,bilingual,The Red Door slams shut.,De Rode Deur slaat dicht.,红门砰地关上。,REUSED_REVIEWED,
act09.025,ACT 9 — Great Hall,static,bilingual,ENTER BLUE / STAY,GA DOOR BLAUW / BLIJVEN,进入蓝门 / 留下,REUSED_REVIEWED,
act09.026,ACT 9 — Great Hall,static,bilingual,The Blue Door opens into a narrow stone chamber.,De Blauwe Deur opent naar een smalle stenen kamer.,蓝门打开，后面是一间狭窄的石室。,REUSED_REVIEWED,
act09.027,ACT 9 — Great Hall,static,bilingual,Something gold lies on a small pedestal.,Op een kleine sokkel ligt iets goudkleurigs.,一个小基座上放着一件金色的东西。,REUSED_REVIEWED,
act09.028,ACT 9 — Great Hall,static,bilingual,[ENTER],[GA NAAR BINNEN],[进入],REUSED_REVIEWED,
act10.001,ACT 10 — Golden Key,static,bilingual,"Take it. Without it, you'll need more time to open the Main Gate.",Neem hem. Zonder deze sleutel heb je meer tijd nodig om de Hoofdpoort te openen.,拿上它。没有它，你们打开主门会需要更多时间。,REUSED_REVIEWED,
act10.002,ACT 10 — Golden Key,static,bilingual,"Don't take it. The alarm will go off, and they'll get here sooner.",Neem hem niet. Het alarm zal afgaan en ze zullen sneller hier zijn.,别拿。警报会响，他们会更快赶到这里。,REUSED_REVIEWED,
act10.003,ACT 10 — Golden Key,static,bilingual,The gate can be opened without it. Why bother?,De poort kan ook zonder deze sleutel open. Waarom zou je hem nemen?,没有它也能打开大门。何必拿呢？,REUSED_REVIEWED,
act10.004,ACT 10 — Golden Key,static,bilingual,Take the key,Neem de sleutel,拿走钥匙,REUSED_REVIEWED,
act10.005,ACT 10 — Golden Key,static,bilingual,Leave the key,Laat de sleutel liggen,留下钥匙,REUSED_REVIEWED,
act10.006,ACT 10 — Golden Key,static,bilingual,TAKE,NEMEN,拿走,REUSED_REVIEWED,
act10.007,ACT 10 — Golden Key,static,bilingual,LEAVE,LATEN LIGGEN,留下,REUSED_REVIEWED,
act10.008,ACT 10 — Golden Key,static,bilingual,A harsh alarm bell rings somewhere inside the walls.,Er klinkt ergens binnen de muren een schelle alarmbel.,城堡墙体内部某处响起刺耳的警铃。,UPDATED_V4,Removed unnecessary 'mechanical'.
act10.009,ACT 10 — Golden Key,static,bilingual,You leave the chamber and follow the inner route toward the Main Gate.,Jullie verlaten de kamer en volgen de binnenroute naar de Hoofdpoort.,你们离开石室，沿内部路线前往主门。,REUSED_REVIEWED,
act10.010,ACT 10 — Golden Key,static,bilingual,[GO TO MAIN GATE],[GA NAAR DE HOOFDPOORT],[前往主门],REUSED_REVIEWED,
act11.001,ACT 11 — Main Gate Roles,static,bilingual,TIME — 23:58,TIJD — 23:58,时间 — 23:58,REUSED_REVIEWED,
act11.002,ACT 11 — Main Gate Roles,static,bilingual,STATION A — NUMBER WHEEL,STATION A — CIJFERWIEL,A站 — 数字轮盘,REUSED_REVIEWED,
act11.003,ACT 11 — Main Gate Roles,static,bilingual,STATION B — LEVER,STATION B — HENDEL,B站 — 杠杆,REUSED_REVIEWED,
act11.004,ACT 11 — Main Gate Roles,static,bilingual,STATION C — KEY MECHANISM,STATION C — SLEUTELMECHANISME,C站 — 钥匙机构,REUSED_REVIEWED,
act11.005,ACT 11 — Main Gate Roles,static,bilingual,Set the old municipal year.,Stel het oude gemeentelijke jaartal in.,设置旧市政年份。,REUSED_REVIEWED,
act11.006,ACT 11 — Main Gate Roles,static,bilingual,1897,1897,1897,REUSED_REVIEWED,
act11.007,ACT 11 — Main Gate Roles,static,bilingual,Hold the lever until the indicator reaches the center.,Houd de hendel vast tot de indicator het midden bereikt.,按住杠杆，直到指示器到达中央。,REUSED_REVIEWED,
act11.008,ACT 11 — Main Gate Roles,static,bilingual,Insert the ★ Silver Key and turn when the indicator flashes.,Steek de ★ zilveren sleutel erin en draai wanneer de indicator knippert.,插入★银钥匙，在指示灯闪烁时转动。,REUSED_REVIEWED,
act11.009,ACT 11 — Main Gate Roles,static,bilingual,A + B + C,A + B + C,A + B + C,REUSED_REVIEWED,
act11.010,ACT 11 — Main Gate Roles,static,bilingual,Wrong girl. Wrong key. Impressive.,Verkeerd meisje. Verkeerde sleutel. Indrukwekkend.,错的人。错的钥匙。真厉害。,REUSED_REVIEWED,
act11.011,ACT 11 — Main Gate Roles,static,bilingual,The Golden Key releases the third lock.,De gouden sleutel ontgrendelt het derde slot.,金钥匙解开了第三道锁。,REUSED_REVIEWED,
act11.012,ACT 11 — Main Gate Roles,static,bilingual,Station A,Station A,A站,REUSED_REVIEWED,
act11.013,ACT 11 — Main Gate Roles,static,bilingual,Station B,Station B,B站,REUSED_REVIEWED,
act11.014,ACT 11 — Main Gate Roles,static,bilingual,WATCHER,UITKIJK,观察员,REUSED_REVIEWED,
act11.015,ACT 11 — Main Gate Roles,static,bilingual,WATCH THE CORRIDOR,HOUD DE GANG IN DE GATEN,监视走廊,REUSED_REVIEWED,
act11.016,ACT 11 — Main Gate Roles,static,bilingual,90 sec,90 sec,90秒,REUSED_REVIEWED,
act11.017,ACT 11 — Main Gate Roles,static,bilingual,45 sec,45 sec,45秒,REUSED_REVIEWED,
act11.018,ACT 11 — Main Gate Roles,static,bilingual,Three girls. Still can't count? Try again.,Drie meisjes. Kunnen jullie nog steeds niet tellen? Probeer opnieuw.,三个女孩。还不会数数吗？再试一次。,REUSED_REVIEWED,
act12.001,ACT 12 — Final Pressure,static,bilingual,[ENGAGE],[ACTIVEREN],[启动],REUSED_REVIEWED,
act12.002,ACT 12 — Final Pressure,static,bilingual,[HOLD LEVER],[HENDEL VASTHOUDEN],[按住杠杆],REUSED_REVIEWED,
act12.003,ACT 12 — Final Pressure,static,bilingual,[INSERT ★ SILVER KEY],[STEEK ★ ZILVEREN SLEUTEL IN],[插入★银钥匙],REUSED_REVIEWED,
act12.004,ACT 12 — Final Pressure,static,bilingual,[WATCH CORRIDOR],[HOUD DE GANG IN DE GATEN],[监视走廊],REUSED_REVIEWED,
act12.005,ACT 12 — Final Pressure,static,bilingual,ERROR — NUMBER WHEEL JAMMED,FOUT — CIJFERWIEL GEBLOKKEERD,错误 — 数字轮盘卡住,REUSED_REVIEWED,
act12.006,ACT 12 — Final Pressure,static,bilingual,ERROR — LEVER LOCKED,FOUT — HENDEL GEBLOKKEERD,错误 — 杠杆锁死,REUSED_REVIEWED,
act12.007,ACT 12 — Final Pressure,static,bilingual,ERROR — KEY MECHANISM STUCK,FOUT — SLEUTELMECHANISME VASTGELOPEN,错误 — 钥匙机构卡住,REUSED_REVIEWED,
act12.008,ACT 12 — Final Pressure,static,bilingual,Continue trying alone,Blijf alleen proberen,继续独自尝试,REUSED_REVIEWED,
act12.009,ACT 12 — Final Pressure,static,bilingual,Ask the others for help immediately,Vraag de anderen meteen om hulp,立即向其他人求助,REUSED_REVIEWED,
act12.010,ACT 12 — Final Pressure,static,bilingual,Try a different method,Probeer een andere methode,尝试另一种方法,REUSED_REVIEWED,
act12.011,ACT 12 — Final Pressure,static,bilingual,Ask someone to take over,Vraag iemand om het over te nemen,让其他人接手,REUSED_REVIEWED,
act12.012,ACT 12 — Final Pressure,static,bilingual,Stay at your assigned position,Blijf op je toegewezen positie,留在自己的岗位,REUSED_REVIEWED,
act12.013,ACT 12 — Final Pressure,static,bilingual,Go help immediately,Ga meteen helpen,立即去帮忙,REUSED_REVIEWED,
act12.014,ACT 12 — Final Pressure,static,bilingual,Ask what went wrong first,Vraag eerst wat er misging,先问清楚出了什么问题,REUSED_REVIEWED,
act12.015,ACT 12 — Final Pressure,static,bilingual,Call for a quick role switch,Stel snel een rolwissel voor,提出快速交换角色,REUSED_REVIEWED,
act12.016,ACT 12 — Final Pressure,static,bilingual,Nothing is getting better. Running is no longer an option. You do what you can.,Niets wordt beter. Weglopen is geen optie meer. Je doet wat je kunt.,情况一点也没有好转。逃跑已经不再是选项。你只能尽你所能。,REUSED_REVIEWED,
act12.017,ACT 12 — Final Pressure,static,bilingual,From every corridor comes the wet scrape of something moving over stone.,Uit elke gang komt het natte schuren van iets dat over steen beweegt.,每一条走廊里都传来某种东西在石面上爬行的湿黏摩擦声。,REUSED_REVIEWED,
act12.018,ACT 12 — Final Pressure,static,bilingual,Closer. From every direction.,Dichterbij. Uit elke richting.,越来越近。从四面八方。,REUSED_REVIEWED,
act12.019,ACT 12 — Final Pressure,static,bilingual,But you can't see anything.,Maar je ziet niets.,但你什么也看不见。,REUSED_REVIEWED,
act12.020,ACT 12 — Final Pressure,static,bilingual,Something is already in the corridor.,Er is al iets in de gang.,走廊里已经有东西了。,REUSED_REVIEWED,
act12.021,ACT 12 — Final Pressure,static,bilingual,You can smell their wet breath now.,Je ruikt nu hun vochtige adem.,你现在已经能闻到它们湿漉漉的呼吸。,REUSED_REVIEWED,
act12.022,ACT 12 — Final Pressure,static,bilingual,5,5,5,REUSED_REVIEWED,
act12.023,ACT 12 — Final Pressure,static,bilingual,4,4,4,REUSED_REVIEWED,
act12.024,ACT 12 — Final Pressure,static,bilingual,3,3,3,REUSED_REVIEWED,
act12.025,ACT 12 — Final Pressure,static,bilingual,2,2,2,REUSED_REVIEWED,
act12.026,ACT 12 — Final Pressure,static,bilingual,1,1,1,REUSED_REVIEWED,
act12.027,ACT 12 — Final Pressure,static,bilingual,ESCAPE SUCCESSFUL,ONTSNAPPING GESLAAGD,逃脱成功,REUSED_REVIEWED,
act13.001,ACT 13 — Final Escape,static,bilingual,The Main Gate crashes open.,De Hoofdpoort slaat met geweld open.,主门轰然打开。,REUSED_REVIEWED,
act13.002,ACT 13 — Final Escape,static,bilingual,The three of you run through.,Jullie drieën rennen erdoorheen.,你们三个人冲了出去。,REUSED_REVIEWED,
act13.003,ACT 13 — Final Escape,static,bilingual,TIME — 00:00,TIJD — 00:00,时间 — 00:00,REUSED_REVIEWED,
act14.001,ACT 14 — Final Reveal,static,bilingual,Mission complete.,Missie voltooid.,任务完成。,UPDATED_V4,ACT 14 current sentence case.
act14.002,ACT 14 — Final Reveal,static,bilingual,You escaped.,Jullie zijn ontsnapt.,你们逃出来了。,UPDATED_V4,ACT 14 current sentence case.
act14.003,ACT 14 — Final Reveal,static,bilingual,But the castle remembered everything you did.,Maar het kasteel herinnerde zich alles wat jullie deden.,但是城堡记住了你们做的一切。,UPDATED_V4,ACT 14 hard-lock wording; entire sentence bold.
act14.004,ACT 14 — Final Reveal,static,bilingual,THEY know who you are.,ZIJ weten wie jullie zijn.,他们知道你们是谁。,UPDATED_V4,ACT 14 hard-lock wording; only THEY / ZIJ uppercase.
act14.005,ACT 14 — Final Reveal,static,bilingual,End,Einde,结束,UPDATED_V4,ACT 14 current sentence case.
system.001,Connection / system error,static,bilingual,Failed to fetch,Ophalen mislukt,获取失败,REUSED_REVIEWED,
system.002,Connection / system error,static,bilingual,Unable to connect to the game server.,Kan geen verbinding maken met de gameserver.,无法连接到游戏服务器。,REUSED_REVIEWED,
system.003,Connection / system error,static,bilingual,Check server configuration or internet connection.,Controleer de serverconfiguratie of de internetverbinding.,请检查服务器配置或网络连接。,REUSED_REVIEWED,
act03.017,ACT 3 — Library,static,bilingual,A second wheel clicks into place.,Een tweede wieltje klikt op zijn plaats.,第二个转轮咔哒一声卡入正确位置。,ADDED_SPRINT3B_CA_CLARIFICATION,Post-90-second server fallback stage 5.
act03.018,ACT 3 — Library,static,bilingual,A third wheel clicks into place.,Een derde wieltje klikt op zijn plaats.,第三个转轮咔哒一声卡入正确位置。,ADDED_SPRINT3B_CA_CLARIFICATION,Post-90-second server fallback stage 6.
act03.019,ACT 3 — Library,static,bilingual,A fourth wheel clicks into place.,Een vierde wieltje klikt op zijn plaats.,第四个转轮咔哒一声卡入正确位置。,ADDED_SPRINT3B_CA_CLARIFICATION,Post-90-second server fallback stage 7.
act03.020,ACT 3 — Library,static,bilingual,The final wheel turns and clicks into place.,Het laatste wieltje draait en klikt op zijn plaats.,最后一个转轮转动并咔哒一声卡入正确位置。,ADDED_SPRINT3B_CA_CLARIFICATION,Post-90-second server fallback final stage; followed by existing act03.015.
item.castle_map,ACT 1–5 — Item label,static,bilingual,Castle Map,Kasteelkaart,城堡地图,ADDED_SPRINT3B_CA_CLARIFICATION,Canonical Pocket item display label.
item.number_note,ACT 1–5 — Item label,static,bilingual,Number Note,Briefje met cijfers,数字纸条,ADDED_SPRINT3B_CA_CLARIFICATION,Canonical Pocket item display label.
item.flashlight,ACT 1–5 — Item label,static,bilingual,Flashlight,Zaklamp,手电筒,ADDED_SPRINT3B_CA_CLARIFICATION,Canonical optional Pocket item display label.
item.servant_diary,ACT 1–5 — Item label,static,bilingual,Servant Diary,Dagboek van een bediende,仆人日记,ADDED_SPRINT3B_CA_CLARIFICATION,Canonical Pocket item display label.
item.stopped_watch,ACT 1–5 — Item label,static,bilingual,Stopped Watch,Stilstaand zakhorloge,停走的怀表,ADDED_SPRINT3B_CA_CLARIFICATION,Canonical Pocket item display label.
item.silver_star_key,ACT 1–5 — Item label,static,bilingual,★ Silver Key,★ zilveren sleutel,★银钥匙,ADDED_SPRINT3B_CA_CLARIFICATION,Canonical Pocket item display label.
